b'api-ms-win-core-com-l1-1-0.dll',0x140026da8,b'CoCreateFreeThreadedMarshaler'
b'api-ms-win-core-com-l1-1-0.dll',0x140026db0,b'CoCreateInstance'
b'api-ms-win-core-com-l1-1-0.dll',0x140026db8,b'CoInitializeEx'
b'api-ms-win-core-com-l1-1-0.dll',0x140026dc0,b'CoCreateGuid'
b'api-ms-win-core-shlwapi-legacy-l1-1-0.dll',0x140026e68,b'PathIsFileSpecW'
b'api-ms-win-core-shlwapi-legacy-l1-1-0.dll',0x140026e70,b'PathFindExtensionW'
b'api-ms-win-core-shlwapi-legacy-l1-1-0.dll',0x140026e78,b'PathFileExistsW'
b'api-ms-win-shcore-obsolete-l1-1-0.dll',0x1400270b8,b'SHStrDupW'
b'api-ms-win-shcore-path-l1-1-0.dll',0x1400270c8,
b'api-ms-win-shcore-scaling-l1-1-1.dll',0x1400270d8,b'GetDpiForMonitor'
b'api-ms-win-core-rtlsupport-l1-1-0.dll',0x140026e48,b'RtlLookupFunctionEntry'
b'api-ms-win-core-rtlsupport-l1-1-0.dll',0x140026e50,b'RtlCaptureContext'
b'api-ms-win-core-rtlsupport-l1-1-0.dll',0x140026e58,b'RtlVirtualUnwind'
b'api-ms-win-core-errorhandling-l1-1-0.dll',0x140026dd0,b'SetUnhandledExceptionFilter'
b'api-ms-win-core-errorhandling-l1-1-0.dll',0x140026dd8,b'UnhandledExceptionFilter'
b'api-ms-win-core-errorhandling-l1-1-0.dll',0x140026de0,b'RaiseException'
b'api-ms-win-core-processthreads-l1-1-0.dll',0x140026e10,b'TerminateProcess'
b'api-ms-win-core-processthreads-l1-1-1.dll',0x140026e20,b'GetProcessMitigationPolicy'
b'api-ms-win-core-processthreads-l1-1-1.dll',0x140026e28,b'IsProcessorFeaturePresent'
b'api-ms-win-core-profile-l1-1-0.dll',0x140026e38,b'QueryPerformanceCounter'
b'api-ms-win-core-sysinfo-l1-1-0.dll',0x140026ec0,b'GetTickCount'
b'api-ms-win-core-sysinfo-l1-1-0.dll',0x140026ec8,b'GetSystemTimeAsFileTime'
b'api-ms-win-core-interlocked-l1-1-0.dll',0x140026df0,b'InitializeSListHead'
b'api-ms-win-core-libraryloader-l1-2-0.dll',0x140026e00,b'LoadLibraryExW'
b'api-ms-win-core-winrt-string-l1-1-0.dll',0x140026f18,b'WindowsCreateString'
b'api-ms-win-core-winrt-string-l1-1-0.dll',0x140026f20,b'WindowsDeleteString'
b'api-ms-win-core-winrt-string-l1-1-0.dll',0x140026f28,b'WindowsGetStringRawBuffer'
b'api-ms-win-core-winrt-string-l1-1-0.dll',0x140026f30,b'WindowsCreateStringReference'
b'api-ms-win-core-synch-l1-1-0.dll',0x140026e98,b'SetEvent'
b'api-ms-win-core-synch-l1-1-0.dll',0x140026ea0,b'CreateEventExW'
b'api-ms-win-core-winrt-error-l1-1-0.dll',0x140026ed8,b'SetRestrictedErrorInfo'
b'api-ms-win-core-string-l1-1-0.dll',0x140026e88,b'CompareStringOrdinal'
b'api-ms-win-core-winrt-l1-1-0.dll',0x140026ef8,b'RoInitialize'
b'api-ms-win-core-winrt-l1-1-0.dll',0x140026f00,b'RoUninitialize'
b'api-ms-win-core-winrt-l1-1-0.dll',0x140026f08,b'RoGetActivationFactory'
b'api-ms-win-core-winrt-error-l1-1-1.dll',0x140026ee8,b'RoGetMatchingRestrictedErrorInfo'
b'api-ms-win-eventing-provider-l1-1-0.dll',0x1400270a8,b'EventProviderEnabled'
b'api-ms-win-core-synch-l1-2-0.dll',0x140026eb0,b'Sleep'
b'COMCTL32.dll',0x1400267e8,b'CreateStatusWindowW'
b'COMCTL32.dll',0x1400267f0,
