b'RtlCaptureContext'
b'NtCreateJobSet'
b'RtlReleasePrivilege'
b'NtSetInformationJobObject'
b'NtQueryInformationJobObject'
b'NtCreateJobObject'
b'RtlAcquirePrivilege'
b'NtAssignProcessToJobObject'
b'NtTerminateJobObject'
b'NtOpenJobObject'
b'RtlLengthSecurityDescriptor'
b'NtSetEaFile'
b'NtSetSecurityObject'
b'NtQueryEaFile'
b'NtQuerySecurityObject'
b'LdrQueryImageFileKeyOption'
b'LdrOpenImageFileOptionsKey'
b'RtlQueryElevationFlags'
b'NtSetInformationProcess'
b'RtlRaiseStatus'
b'NtQuerySection'
b'NtFreeVirtualMemory'
b'NtWriteFile'
b'NtEnumerateValueKey'
b'RtlEqualString'
b'RtlUnicodeToMultiByteN'
b'strncpy_s'
b'NtUnlockFile'
b'RtlDosPathNameToNtPathName_U'
b'NtReadFile'
b'NtLockFile'
b'RtlCopyUnicodeString'
b'CsrCaptureMessageString'
b'RtlIsTextUnicode'
b'NtAllocateVirtualMemory'
b'RtlGetLongestNtPathLength'
b'RtlPrefixUnicodeString'
b'RtlMultiByteToUnicodeN'
b'RtlMultiByteToUnicodeSize'
b'RtlDosPathNameToRelativeNtPathName_U'
b'RtlReleaseRelativeName'
b'RtlSetIoCompletionCallback'
b'RtlDeregisterWait'
b'RtlRegisterWait'
b'RtlImageDirectoryEntryToData'
b'NtQueryVirtualMemory'
b'RtlCreateBoundaryDescriptor'
b'NtProtectVirtualMemory'
b'RtlGetThreadErrorMode'
b'NtCreateMailslotFile'
b'RtlDestroyQueryDebugBuffer'
b'RtlQueryProcessDebugInformation'
b'RtlCreateQueryDebugBuffer'
b'NtQueryDirectoryFile'
b'strcpy_s'
b'RtlFindActivationContextSectionString'
b'LdrSetDllDirectory'
b'LdrFindResource_U'
b'RtlSwitchedVVI'
b'NtQueryWnfStateData'
b'NtPowerInformation'
b'NtGetDevicePowerState'
b'NtSetThreadExecutionState'
b'NtSetSystemEnvironmentValueEx'
b'NtQuerySystemEnvironmentValueEx'
b'RtlInitString'
b'NtSetVolumeInformationFile'
b'NtDeviceIoControlFile'
b'RtlIsValidHandle'
b'RtlAllocateHandle'
b'RtlReAllocateHeap'
b'RtlFreeHandle'
b'RtlSetUserValueHeap'
b'RtlUnsubscribeWnfStateChangeNotification'
b'RtlSubscribeWnfStateChangeNotification'
b'RtlQueryWnfStateData'
b'strchr'
b'RtlSetEnvironmentStrings'
b'RtlOemStringToUnicodeString'
b'wcscat_s'
b'RtlAllocateAndInitializeSid'
b'RtlQueryEnvironmentVariable_U'
b'NtQueryAttributesFile'
b'RtlFreeSid'
b'strrchr'
b'NtQueryFullAttributesFile'
b'TpCaptureCaller'
b'RtlWow64EnableFsRedirection'
b'_stricmp'
b'NtSetTimerResolution'
b'NtQueryTimerResolution'
b'RtlGetAppContainerSidType'
b'RtlConvertSidToUnicodeString'
b'RtlSetEnvironmentVariable'
b'RtlGetAppContainerParent'
b'RtlQueryEnvironmentVariable'
b'CsrCaptureMessageMultiUnicodeStringsInPlace'
b'wcsnlen'
b'strcat_s'
b'strnlen'
b'NlsMbCodePageTag'
b'RtlRunOnceExecuteOnce'
b'RtlInitializeCriticalSection'
b'RtlGetThreadPreferredUILanguages'
b'NtReadVirtualMemory'
b'LdrResSearchResource'
b'_strnicmp'
b'strncmp'
b'RtlTryAcquirePebLock'
b'RtlReleasePebLock'
b'RtlEncodeSystemPointer'
b'RtlGetNtSystemRoot'
b'NtWaitForMultipleObjects'
b'NtClearEvent'
b'RtlWerpReportException'
b'DbgPrint'
b'RtlGetDeviceFamilyInfoEnum'
b'RtlHashUnicodeString'
b'NtApphelpCacheControl'
b'RtlGetFullPathName_UEx'
b'ZwClose'
b'ZwOpenFile'
b'ZwOpenKey'
b'ZwEnumerateKey'
b'ZwQueryValueKey'
b'ZwCreateFile'
b'ZwQueryInformationFile'
b'ZwCreateSection'
b'ZwQueryDirectoryFile'
b'RtlNtPathNameToDosPathName'
b'RtlGetNativeSystemInformation'
b'ZwQuerySystemInformation'
b'ZwUnmapViewOfSection'
b'ZwMapViewOfSection'
b'VerSetConditionMask'
b'RtlVerifyVersionInfo'
b'RtlGetVersion'
b'RtlGetCurrentServiceSessionId'
b'RtlGetSuiteMask'
b'LdrQueryImageFileExecutionOptions'
b'RtlInitUnicodeString'
b'_vsnwprintf'
b'RtlSetProtectedPolicy'
b'LdrSetDllManifestProber'
b'RtlSetThreadPoolStartFunc'
b'RtlImageNtHeader'
b'NtQuerySystemInformation'
b'RtlFreeHeap'
b'RtlSetDaclSecurityDescriptor'
b'RtlSetGroupSecurityDescriptor'
b'RtlSetOwnerSecurityDescriptor'
b'RtlCreateSecurityDescriptor'
b'RtlAddAccessAllowedAce'
b'RtlCreateAcl'
b'RtlAllocateHeap'
b'_wcsicmp'
b'__C_specific_handler'
b'memmove'
b'RtlGetPersistedStateLocation'
b'_local_unwind'
b'cos'
b'floor'
b'memcmp'
b'memcpy'
b'memset'
b'wcscmp'
b'GetLocaleInfoHelper'
b'BaseFormatObjectAttributes'
b'GetVolumeNameForVolumeMountPointW'
b'lstrcmpW'
b'lstrcmpiW'
b'GetRegistryExtensionFlags'
b'KernelBaseGetGlobalData'
b'GlobalFree'
b'LoadStringBaseExW'
b'GetUnicodeStringToEightBitStringRoutine'
b'GetUnicodeStringToEightBitSizeRoutine'
b'CompareStringA'
b'GetNamedPipeAttribute'
b'AppXPreCreationExtension'
b'AppXPostSuccessExtension'
b'AppXReleaseAppXContext'
b'AreFileApisANSI'
b'CreateProcessInternalA'
b'CreateProcessInternalW'
b'CreateProcessAsUserW'
b'CreateProcessAsUserA'
b'EnumLanguageGroupLocalesW'
b'AppContainerLookupMoniker'
b'EnumSystemLanguageGroupsW'
b'EnumSystemLocalesEx'
b'PackageIdFromFullName'
b'GetPackageFullName'
b'GetCurrentPackageFullName'
b'CheckIsMSIXPackage'
b'ClosePackageInfo'
b'AppXGetOSMaxVersionTested'
b'GetPackageTargetPlatformProperty'
b'GetTargetPlatformContext'
b'OpenPackageInfoByFullNameForUser'
b'AppContainerFreeMemory'
b'BasepNotifyTrackingService'
b'MoveFileWithProgressTransactedW'
b'BasepAdjustObjectAttributesForPrivateNamespace'
b'GetEightBitStringToUnicodeStringRoutine'
b'GetStringTableEntry'
b'CheckGroupPolicyEnabled'
b'OpenRegKey'
b'InternalLcidToName'
b'NlsIsUserDefaultLocale'
b'GetPtrCalDataArray'
b'GetUserOverrideString'
b'GetPtrCalData'
b'Internal_EnumCalendarInfo'
b'Internal_EnumLanguageGroupLocales'
b'Internal_EnumSystemCodePages'
b'Internal_EnumDateFormats'
b'Internal_EnumUILanguages'
b'Internal_EnumSystemLanguageGroups'
b'NlsValidateLocale'
b'Internal_EnumTimeFormats'
b'GetNamedLocaleHashNode'
b'GetUserOverrideWord'
b'EnumUILanguagesW'
b'GetCalendar'
b'BaseDllFreeResourceId'
b'BaseDllMapResourceIdW'
b'CheckAllowDecryptedRemoteDestinationPolicy'
b'PrivCopyFileExW'
b'NotifyMountMgr'
b'LCIDToLocaleName'
b'GetUserDefaultLocaleName'
b'GetSystemDefaultLocaleName'
b'GetEraNameCountedString'
b'FatalAppExitW'
b'FatalAppExitA'
b'lstrlenW'
b'lstrlenA'
b'lstrcpynW'
b'lstrcpynA'
b'Sleep'
b'SetFileApisToOEM'
b'SetFileApisToANSI'
b'PulseEvent'
b'MapViewOfFileExNuma'
b'LocalUnlock'
b'LocalReAlloc'
b'LocalLock'
b'LocalAlloc'
b'HeapSummary'
b'GlobalAlloc'
b'GetUserDefaultUILanguage'
b'GetSystemDefaultUILanguage'
b'GetStringTypeA'
b'GetProcAddressForCaller'
b'BaseGetNamedObjectDirectory'
b'GetExitCodeThread'
b'CreateRemoteThreadEx'
b'CreateProcessW'
b'CreateProcessA'
b'GetExitCodeProcess'
b'GetPriorityClass'
b'GetProcessIdOfThread'
b'OpenProcessToken'
b'SetThreadPriority'
b'SetThreadPriorityBoost'
b'GetProcessId'
b'SuspendThread'
b'SwitchToThread'
b'TerminateProcess'
b'TerminateThread'
b'TlsAlloc'
b'TlsFree'
b'TlsSetValue'
b'SetProcessAffinityUpdateMode'
b'QueryProcessAffinityUpdateMode'
b'GetProcessVersion'
b'GetCurrentProcessId'
b'DeleteProcThreadAttributeList'
b'UpdateProcThreadAttribute'
b'InitializeProcThreadAttributeList'
b'CreateRemoteThread'
b'GetCurrentProcess'
b'GetProcessTimes'
b'GetStartupInfoW'
b'GetThreadId'
b'GetThreadPriority'
b'GetThreadPriorityBoost'
b'ProcessIdToSessionId'
b'SetProcessShutdownParameters'
b'SetPriorityClass'
b'ResumeThread'
b'SetThreadStackGuarantee'
b'QueueUserAPC'
b'OpenThread'
b'SetThreadIdealProcessor'
b'SetProcessInformation'
b'GetProcessInformation'
b'GetProcessShutdownParameters'
b'GetThreadInformation'
b'GetProcessPriorityBoost'
b'GetThreadIOPendingFlag'
b'SetProcessPriorityBoost'
b'SetThreadInformation'
b'GetSystemTimes'
b'IsProcessorFeaturePresent'
b'OpenProcess'
b'GetThreadTimes'
b'GetThreadIdealProcessorEx'
b'GetThreadContext'
b'GetProcessHandleCount'
b'GetProcessMitigationPolicy'
b'SetProcessMitigationPolicy'
b'FlushInstructionCache'
b'SetThreadIdealProcessorEx'
b'SetThreadContext'
b'RegLoadAppKeyW'
b'RegDeleteValueA'
b'RegCreateKeyExA'
b'RegSetValueExA'
b'RegSetKeySecurity'
b'RegCopyTreeW'
b'RegDeleteTreeW'
b'RegSaveKeyExW'
b'RegCloseKey'
b'RegSaveKeyExA'
b'RegUnLoadKeyW'
b'RegRestoreKeyA'
b'RegGetValueW'
b'RegQueryValueExW'
b'RegQueryValueExA'
b'RegOpenKeyExW'
b'RegUnLoadKeyA'
b'RegCreateKeyExW'
b'RegDeleteKeyExA'
b'RegSetValueExW'
b'RegDeleteKeyExW'
b'RegDeleteValueW'
b'RegQueryInfoKeyW'
b'RegQueryInfoKeyA'
b'RegOpenUserClassesRoot'
b'RegOpenKeyExA'
b'RegRestoreKeyW'
b'RegOpenCurrentUser'
b'RegNotifyChangeKeyValue'
b'RegLoadMUIStringW'
b'RegLoadMUIStringA'
b'RegLoadKeyW'
b'RegLoadKeyA'
b'RegGetValueA'
b'RegGetKeySecurity'
b'RegFlushKey'
b'RegDisablePredefinedCacheEx'
b'RegEnumKeyExA'
b'RegEnumValueW'
b'RegEnumValueA'
b'RegEnumKeyExW'
b'RegDeleteTreeA'
b'GetProcessHeaps'
b'HeapFree'
b'HeapCompact'
b'HeapCreate'
b'GetProcessHeap'
b'HeapWalk'
b'HeapValidate'
b'HeapUnlock'
b'HeapReAlloc'
b'HeapSetInformation'
b'HeapQueryInformation'
b'HeapLock'
b'HeapDestroy'
b'HeapAlloc'
b'LocalFree'
b'ResetWriteWatch'
b'CreateFileMappingNumaW'
b'SetSystemFileCacheSize'
b'SetProcessWorkingSetSizeEx'
b'QueryMemoryResourceNotification'
b'VirtualUnlock'
b'VirtualLock'
b'GetSystemFileCacheSize'
b'GetProcessWorkingSetSizeEx'
b'GetLargePageMinimum'
b'CreateMemoryResourceNotification'
b'GetWriteWatch'
b'OpenFileMappingW'
b'MapViewOfFileEx'
b'MapViewOfFile'
b'VirtualFreeEx'
b'VirtualFree'
b'VirtualAllocEx'
b'WriteProcessMemory'
b'FlushViewOfFile'
b'VirtualQueryEx'
b'VirtualQuery'
b'VirtualProtectEx'
b'VirtualProtect'
b'VirtualAlloc'
b'CreateFileMappingW'
b'ReadProcessMemory'
b'UnmapViewOfFile'
b'FreeUserPhysicalPages'
b'AllocateUserPhysicalPages'
b'MapUserPhysicalPages'
b'RegisterBadMemoryNotification'
b'UnregisterBadMemoryNotification'
b'GetMemoryErrorHandlingCapabilities'
b'AllocateUserPhysicalPagesNuma'
b'VirtualAllocExNuma'
b'GetHandleInformation'
b'SetHandleInformation'
b'DuplicateHandle'
b'CloseHandle'
b'SetEvent'
b'ResetEvent'
b'ReleaseSemaphore'
b'InitializeCriticalSection'
b'DeleteCriticalSection'
b'SetWaitableTimer'
b'WaitForMultipleObjectsEx'
b'WaitForSingleObject'
b'WaitForSingleObjectEx'
b'EnterCriticalSection'
b'LeaveCriticalSection'
b'SleepEx'
b'ReleaseMutex'
b'OpenWaitableTimerW'
b'OpenSemaphoreW'
b'OpenMutexW'
b'CancelWaitableTimer'
b'CreateEventA'
b'CreateEventExA'
b'CreateEventExW'
b'CreateEventW'
b'CreateMutexA'
b'CreateMutexExA'
b'CreateMutexExW'
b'CreateMutexW'
b'CreateSemaphoreExW'
b'OpenEventW'
b'CreateWaitableTimerExW'
b'InitializeCriticalSectionAndSpinCount'
b'InitializeCriticalSectionEx'
b'OpenEventA'
b'WaitForMultipleObjects'
b'CreateSemaphoreW'
b'InitOnceExecuteOnce'
b'DeleteSynchronizationBarrier'
b'InitializeSynchronizationBarrier'
b'EnterSynchronizationBarrier'
b'SignalObjectAndWait'
b'FindFirstFileW'
b'FindFirstVolumeW'
b'FindNextChangeNotification'
b'FindNextFileA'
b'WriteFileEx'
b'FindNextFileW'
b'WriteFile'
b'FindFirstFileExW'
b'FindFirstFileExA'
b'FindNextVolumeW'
b'FindVolumeClose'
b'FlushFileBuffers'
b'GetDiskFreeSpaceA'
b'GetDiskFreeSpaceExA'
b'GetDiskFreeSpaceExW'
b'GetDiskFreeSpaceW'
b'GetDriveTypeA'
b'GetDriveTypeW'
b'GetFileAttributesA'
b'GetFileAttributesExA'
b'GetFileAttributesExW'
b'GetFileAttributesW'
b'GetFileInformationByHandle'
b'GetFileSize'
b'GetFileSizeEx'
b'FindFirstFileA'
b'GetFileTime'
b'FindFirstChangeNotificationW'
b'FindFirstChangeNotificationA'
b'FindCloseChangeNotification'
b'FindClose'
b'FileTimeToLocalFileTime'
b'DeleteVolumeMountPointW'
b'DeleteFileW'
b'DeleteFileA'
b'DefineDosDeviceW'
b'CreateFileW'
b'CreateFileA'
b'UnlockFileEx'
b'CreateDirectoryW'
b'CreateDirectoryA'
b'CompareFileTime'
b'GetFinalPathNameByHandleW'
b'GetFullPathNameA'
b'GetFullPathNameW'
b'GetLogicalDriveStringsW'
b'UnlockFile'
b'GetTempFileNameW'
b'SetFileValidData'
b'SetFileTime'
b'SetFilePointerEx'
b'GetVolumeInformationByHandleW'
b'GetVolumeInformationW'
b'GetVolumePathNameW'
b'SetFilePointer'
b'LocalFileTimeToFileTime'
b'LockFile'
b'LockFileEx'
b'QueryDosDeviceW'
b'ReadFile'
b'WriteFileGather'
b'ReadFileEx'
b'ReadFileScatter'
b'GetFileType'
b'GetFinalPathNameByHandleA'
b'RemoveDirectoryA'
b'RemoveDirectoryW'
b'SetFileInformationByHandle'
b'SetFileAttributesW'
b'SetFileAttributesA'
b'SetEndOfFile'
b'GetTempPathW'
b'GetVolumePathNamesForVolumeNameW'
b'CreateFile2'
b'FindFirstFileNameW'
b'GetTempFileNameA'
b'GetVolumeInformationA'
b'FindFirstStreamW'
b'GetTempPathA'
b'FindNextFileNameW'
b'GetCompressedFileSizeW'
b'SetFileIoOverlappedRange'
b'GetCompressedFileSizeA'
b'DelayLoadFailureHook'
b'CancelIoEx'
b'DeviceIoControl'
b'GetQueuedCompletionStatusEx'
b'GetQueuedCompletionStatus'
b'GetOverlappedResult'
b'CreateIoCompletionPort'
b'PostQueuedCompletionStatus'
b'CancelIo'
b'CancelSynchronousIo'
b'IsProcessInJob'
b'CreateTimerQueueTimer'
b'CreateTimerQueue'
b'UnregisterWaitEx'
b'QueueUserWorkItem'
b'ChangeTimerQueueTimer'
b'DeleteTimerQueueTimer'
b'DeleteTimerQueueEx'
b'RegisterWaitForSingleObjectEx'
b'MulDiv'
b'EnumResourceNamesW'
b'FreeResource'
b'FreeLibraryAndExitThread'
b'FindStringOrdinal'
b'GetModuleFileNameA'
b'GetModuleFileNameW'
b'GetModuleHandleA'
b'LoadLibraryExW'
b'GetModuleHandleW'
b'GetModuleHandleExA'
b'SizeofResource'
b'LockResource'
b'EnumResourceTypesExW'
b'EnumResourceTypesExA'
b'EnumResourceNamesExA'
b'EnumResourceLanguagesExW'
b'EnumResourceLanguagesExA'
b'LoadResource'
b'LoadLibraryExA'
b'GetModuleHandleExW'
b'DisableThreadLibraryCalls'
b'FreeLibrary'
b'EnumResourceNamesExW'
b'GetProcAddress'
b'FindResourceExW'
b'LoadLibraryW'
b'FindResourceW'
b'LoadLibraryA'
b'LoadPackagedLibrary'
b'CallNamedPipeW'
b'CreatePipe'
b'DisconnectNamedPipe'
b'GetNamedPipeClientComputerNameW'
b'PeekNamedPipe'
b'CreateNamedPipeW'
b'SetNamedPipeHandleState'
b'TransactNamedPipe'
b'ConnectNamedPipe'
b'WaitNamedPipeW'
b'GetNamedPipeHandleStateW'
b'GetTimeFormatA'
b'GetTimeFormatW'
b'GetDateFormatW'
b'GetDateFormatA'
b'GetTimeFormatEx'
b'GetDateFormatEx'
b'GetDurationFormatEx'
b'SetSystemTime'
b'EnumSystemFirmwareTables'
b'GetSystemFirmwareTable'
b'GetNativeSystemInfo'
b'GetSystemTimePreciseAsFileTime'
b'SetComputerNameExW'
b'GetProductInfo'
b'GetVersionExW'
b'GetWindowsDirectoryA'
b'GetWindowsDirectoryW'
b'GetSystemTimeAsFileTime'
b'GlobalMemoryStatusEx'
b'SetLocalTime'
b'GetLogicalProcessorInformation'
b'GetVersionExA'
b'GetSystemTime'
b'GetSystemInfo'
b'GetLocalTime'
b'GetComputerNameExW'
b'GetLogicalProcessorInformationEx'
b'GetTickCount'
b'GetComputerNameExA'
b'GetSystemTimeAdjustment'
b'GetVersion'
b'SetComputerNameA'
b'SetComputerNameW'
b'SetComputerNameExA'
b'DnsHostnameToComputerNameExW'
b'SetComputerNameEx2W'
b'GetPhysicallyInstalledSystemMemory'
b'SystemTimeToTzSpecificLocalTime'
b'GetTimeZoneInformation'
b'GetDynamicTimeZoneInformation'
b'SetDynamicTimeZoneInformation'
b'GetTimeZoneInformationForYear'
b'TzSpecificLocalTimeToSystemTime'
b'FileTimeToSystemTime'
b'SystemTimeToFileTime'
b'SetTimeZoneInformation'
b'LCMapStringEx'
b'LocaleNameToLCID'
b'ResolveLocaleName'
b'SetLocaleInfoW'
b'SetCalendarInfoW'
b'LCMapStringW'
b'IdnToUnicode'
b'GetFileMUIInfo'
b'LCMapStringA'
b'FindNLSStringEx'
b'IsValidLocale'
b'IsValidLanguageGroup'
b'IsValidCodePage'
b'IsNLSDefinedString'
b'IsDBCSLeadByteEx'
b'IsDBCSLeadByte'
b'GetUserDefaultLCID'
b'GetUserDefaultLangID'
b'GetThreadLocale'
b'GetSystemDefaultLCID'
b'SetThreadLocale'
b'ConvertDefaultLocale'
b'VerLanguageNameW'
b'VerLanguageNameA'
b'IsValidLocaleName'
b'IdnToAscii'
b'GetUserPreferredUILanguages'
b'GetUILanguageInfo'
b'GetThreadUILanguage'
b'SetProcessPreferredUILanguages'
b'GetThreadPreferredUILanguages'
b'GetSystemPreferredUILanguages'
b'GetNLSVersionEx'
b'GetLocaleInfoEx'
b'GetFileMUIPath'
b'GetSystemDefaultLangID'
b'GetProcessPreferredUILanguages'
b'GetOEMCP'
b'GetLocaleInfoW'
b'GetCalendarInfoEx'
b'GetCalendarInfoW'
b'EnumSystemLocalesA'
b'EnumSystemLocalesW'
b'FindNLSString'
b'FormatMessageA'
b'FormatMessageW'
b'GetACP'
b'GetCPInfo'
b'GetCPInfoExW'
b'GetNLSVersion'
b'IsValidNLSVersion'
b'SetThreadPreferredUILanguages'
b'SetThreadUILanguage'
b'GetLocaleInfoA'
b'PssWalkMarkerFree'
b'PssDuplicateSnapshot'
b'PssWalkMarkerGetPosition'
b'PssWalkSnapshot'
b'PssQuerySnapshot'
b'PssFreeSnapshot'
b'PssCaptureSnapshot'
b'PssWalkMarkerSetPosition'
b'PssWalkMarkerCreate'
b'PssWalkMarkerSeekToBeginning'
b'SetCurrentDirectoryA'
b'SetEnvironmentVariableW'
b'SetStdHandle'
b'SetCurrentDirectoryW'
b'SetEnvironmentVariableA'
b'GetEnvironmentVariableA'
b'SetStdHandleEx'
b'GetEnvironmentStringsW'
b'GetCurrentDirectoryW'
b'GetCurrentDirectoryA'
b'GetCommandLineW'
b'GetCommandLineA'
b'FreeEnvironmentStringsW'
b'FreeEnvironmentStringsA'
b'ExpandEnvironmentStringsW'
b'ExpandEnvironmentStringsA'
b'SearchPathW'
b'GetEnvironmentVariableW'
b'SetEnvironmentStringsW'
b'GetEnvironmentStrings'
b'GetStdHandle'
b'SearchPathA'
b'NeedCurrentDirectoryForExePathW'
b'NeedCurrentDirectoryForExePathA'
